Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Earnings,Sales,Book
DPS,Dr Pepper Snapple Group,Consumer Staples,116.93,26.57,1.9661016,4.54,126.65,83.23,21209783858.0,1507000000.0,4.2149186,9.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS,4.400828001505458,27.7419355144842,11.704704704704705
DTE,DTE Energy Co.,Utilities,98.49,19.12,3.5559585,4.82,116.74,96.56,17808073691.0,2790000000.0,1.9091922,1.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE,5.151150627615063,51.58726292722126,50.50769230769231
DUK,Duke Energy,Utilities,74.32,16.7,4.7849464,3.12,91.8,72.93,52078185682.0,9895000000.0,2.9348857,1.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK,4.450299401197604,25.322962321837608,58.51968503937008
DRE,Duke Realty Corp,Real Estate,24.52,19.77,3.1533308,0.88,30.14,24.73,9035293365.0,529483000.0,16.077257,1.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE,1.240263024785028,1.5251357865337352,12.639175257731958
DXC,DXC Technology,Information Technology,91.92,79.93,0.7493755,-0.89,102.95,67.76,27408621020.0,1628000000.0,1.9598055,2.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC,1.1500062554735393,46.902613550171175,40.67256637168142
ETFC,E*Trade,Financials,48.48,22.14,0.0,2.15,56.0,32.25,13754977266.0,650271193.5708448,5.689136,2.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC,2.18970189701897,8.521504847133201,22.548837209302324
EMN,Eastman Chemical,Materials,93.57,12.28,2.2630835,10.12,104.08,76.02,14226830813.0,2152000000.0,1.4904785,2.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN,7.619706840390879,62.77849697261651,33.65827338129496
ETN,Eaton Corporation,Industrials,79.41,17.08,2.9404557,6.68,89.85,69.45,35961772000.0,4253000000.0,1.8161736,2.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN,4.649297423887588,43.723793804733205,36.59447004608295
EBAY,eBay Inc.,Information Technology,41.02,24.86,0.0,-1.07,46.99,31.89,44216696399.0,2941000000.0,4.6720185,3.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY,1.6500402252614643,8.779930987002727,10.794736842105264
ECL,Ecolab Inc.,Materials,127.76,28.08,1.2319711,4.14,140.5,119.61,38460272282.0,2848600000.0,3.7360687,5.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL,4.54985754985755,34.19637331615449,24.19696969696969
EIX,Edison Int'l,Utilities,58.07,13.23,4.0542803,3.96,83.38,58.76,19447670886.0,4284000000.0,2.161095,1.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX,4.389266817838246,26.8706373389416,36.52201257861635
EW,Edwards Lifesciences,Health Care,123.78,32.57,0.0,2.88,138.48,89.2,27447099863.0,1156700000.0,7.8283277,8.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW,3.800429843414185,15.81180614092075,14.596698113207546
EA,Electronic Arts,Information Technology,116.54,34.48,0.0,3.07,131.01,81.27,37890226992.0,1560000000.0,7.4415817,8.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA,3.379930394431555,15.660649133234672,13.646370023419204
EMR,Emerson Electric Company,Industrials,66.4,25.74,2.813225,2.35,74.45,56.77,44040298425.0,2542000000.0,3.6707752,5.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR,2.57964257964258,18.08882221935029,13.253493013972058
ETR,Entergy Corp.,Utilities,72.02,10.65,4.892126,-3.26,87.95,69.63,13116894887.0,880700000.0,1.5543115,1.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR,6.76244131455399,46.33562834734221,46.76623376623376
EVHC,Envision Healthcare,Health Care,35.34,10.91,0.0,-0.48,73.0,23.77,4212729247.0,827200000.0,1.227099,0.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVHC,3.2392300641613203,28.79963230350608,55.21875000000001
EOG,EOG Resources,Energy,101.04,246.44,0.63339007,-1.98,119.0,81.99,61164030149.0,3692749000.0,8.02302,4.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG,0.409998376886869,12.593761451423529,22.20659340659341
EQT,EQT Corporation,Energy,46.25,53.16,0.2518363,-2.69,67.84,47.13,12638828950.0,1518305000.0,6.4987307,2.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT,0.8700150489089542,7.116774357183319,21.511627906976745
EFX,Equifax Inc.,Industrials,114.0,19.03,1.3265306,4.04,147.02,90.72,14121334618.0,1141200000.0,5.6338058,4.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX,5.990541250656857,20.23498928557317,24.836601307189543
EQIX,Equinix,Real Estate,409.98,23.06,1.8775817,1.77,495.345,361.9,33333813618.0,1687152000.0,10.639136,5.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX,17.778837814397228,38.53508405193805,79.7626459143969
EQR,Equity Residential,Real Estate,55.26,17.6,3.5437918,1.63,70.455,56.07,20925508143.0,1710686000.0,8.593619,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR,3.1397727272727267,6.430352567410773,26.44019138755981
ESS,"Essex Property Trust, Inc.",Real Estate,218.28,18.66,3.2138102,6.27,270.04,214.03,14383525286.0,1237886000.0,14.1830845,2.3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS,11.69774919614148,15.390164248122474,94.90434782608696
EL,Estee Lauder Cos.,Consumer Staples,131.46,37.78,1.1283498,3.35,138.74,81.69,49543264457.0,2478000000.0,3.9522583,10.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL,3.479618845950238,33.26199605931627,12.149722735674676
RE,Everest Re Group Ltd.,Financials,241.06,27.24,2.1078234,23.71,277.17,208.81,10131892523.0,8762939292.28006,2.0991988,1.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RE,8.849486049926579,114.83428820557634,207.81034482758625
ES,Eversource Energy,Utilities,56.11,18.22,3.3397784,2.96,66.15,55.2,18027633617.0,2738713000.0,3.1134193,1.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES,3.079582875960483,18.02198630939302,33.398809523809526
EXC,Exelon Corp.,Utilities,35.98,14.51,3.8174274,1.23,42.67,33.3,34734816899.0,8548000000.0,1.3933871,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC,2.4796691936595447,25.82197007565234,28.55555555555556
EXPE,Expedia Inc.,Consumer Discretionary,123.03,30.99,0.92785895,1.81,161.0,115.55,19722178609.0,1481458000.0,2.5074897,4.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE,3.96999031945789,49.06500712645001,29.717391304347828
EXPD,Expeditors International,Industrials,60.36,25.26,1.3520038,2.36,67.54,51.96,11040678071.0,721643000.0,2.190319,5.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD,2.3895486935866983,27.557629733385863,10.875675675675677
ESRX,Express Scripts,Health Care,73.35,10.72,0.0,5.39,83.485,55.8,42449656350.0,7309300000.0,0.57588416,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESRX,6.842350746268656,127.36936539459602,27.679245283018865
EXR,Extra Space Storage,Real Estate,77.56,18.12,3.879632,2.92,88.56,71.34,10133547517.0,717468000.0,12.204818,4.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR,4.2803532008830025,6.354867397449106,17.083700440528634
XOM,Exxon Mobil Corp.,Energy,76.07,21.37,4.0031195,1.88,89.3,76.05,326148660000.0,39052000000.0,1.7701944,1.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM,3.559663079082826,42.97268141849279,41.11891891891892
FFIV,F5 Networks,Information Technology,137.25,21.21,0.0,6.51,149.5,114.63,8744185796.0,629940000.0,4.1203604,6.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV,6.471004243281471,33.310192962732096,20.00728862973761
FB,"Facebook, Inc.",Information Technology,171.58,27.9,0.0,5.39,195.32,132.44,523423036576.0,23624000000.0,13.241967,7.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB,6.149820788530467,12.95728950238284,24.23446327683616
FAST,Fastenal Co,Industrials,52.15,27.02,2.7798648,2.01,57.815,39.79,15311373377.0,1009600000.0,3.472977,7.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST,1.9300518134715023,15.015935895918687,7.056833558863329
FRT,Federal Realty Investment Trust,Real Estate,108.11,18.35,3.5925992,3.5,143.79,109.74,8077368506.0,540767000.0,12.898601,3.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT,5.891553133514986,8.381529128624104,27.16331658291457
FDX,FedEx Corporation,Industrials,239.27,19.45,0.7963368,11.07,274.66,182.89,67280478816.0,8062000000.0,1.0751684,3.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX,12.301799485861183,222.5418827413455,61.351282051282055
FIS,Fidelity National Information Services,Information Technology,92.74,22.08,1.322724,1.72,103.65,77.63,32308459680.0,2782000000.0,4.7038417,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS,4.20018115942029,19.71579953466546,28.53538461538461
FITB,Fifth Third Bancorp,Financials,31.1,16.9,1.9789734,2.85,33.91,23.2,22437653700.0,823954398.9499239,2.8802848,1.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB,1.8402366863905328,10.7975433540461,21.3013698630137
FE,FirstEnergy Corp,Utilities,30.64,11.18,4.673807,-14.49,35.22,27.93,13706075072.0,-5067000000.0,1.2994481,2.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE,2.740608228980322,23.579241063956307,13.990867579908675
FISV,Fiserv Inc,Information Technology,133.05,27.32,0.0,4.14,144.2,106.2,26918949723.0,1911000000.0,6.518713,11.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV,4.870058565153734,20.41047059442561,11.52946273830156
FLIR,FLIR Systems,Information Technology,46.46,25.53,1.2396694,1.21,52.88,33.75,6706992926.0,375267000.0,5.137961,3.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR,1.81981981981982,9.042497597782468,13.198863636363637
FLS,Flowserve Corporation,Industrials,40.82,26.17,1.8291216,1.12,51.92,37.51,5427884956.0,463066000.0,2.0803037,3.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS,1.5598012991975545,19.6221349796186,12.95873015873016
FLR,Fluor Corp.,Industrials,55.31,19.9,1.4726508,1.99,62.09,37.0351,7978485059.0,709756000.0,0.5516402,2.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR,2.7793969849246234,100.264629009996,23.04583333333333
FMC,FMC Corporation,Materials,80.87,32.48,0.785995,1.56,98.7,56.53,11273961835.0,557800000.0,6.0089035,5.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC,2.4898399014778327,13.458362245291507,15.3745247148289
FL,Foot Locker Inc,Consumer Discretionary,45.88,9.5,2.5827951,4.91,77.86,28.42,5819080328.0,957000000.0,1.0362948,1.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FL,4.829473684210527,44.2731161055715,36.1259842519685
F,Ford Motor,Consumer Discretionary,10.43,5.89,6.7843866,1.9,13.48,10.19,42414328338.0,9281000000.0,0.27054095,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F,1.7707979626485568,38.55238920392643,8.277777777777777
FTV,Fortive Corp,Industrials,69.14,25.05,0.39057052,2.46,76.68,54.8844,24916503061.0,1508300000.0,5.1682673,7.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV,2.7600798403193614,13.377791044205471,9.642956764295675
FBHS,Fortune Brands Home & Security,Industrials,62.44,20.27,1.2618296,3.04,73.62,55.25,9624169008.0,814500000.0,1.8434572,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FBHS,3.080414405525407,33.871141678797855,16.606382978723406
BEN,Franklin Resources,Financials,38.0,12.67,2.332657,3.0,47.65,37.01,21759187973.0,2711300000.0,3.399101,1.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN,2.999210734017364,11.17942656014046,20.76502732240437
FCX,Freeport-McMoRan Inc.,Materials,17.16,14.67,1.1198208,1.24,20.25,11.05,25853969330.0,5347000000.0,1.6538345,3.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX,1.1697341513292434,10.37588706729724,4.688524590163934
GPS,Gap Inc.,Consumer Discretionary,31.17,15.35,2.8203557,1.69,35.68,21.02,12684517721.0,1959000000.0,1.1289738,3.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS,2.0306188925081434,27.60914380829741,7.931297709923665
GRMN,Garmin Ltd.,Consumer Discretionary,61.13,21.23,3.2339885,2.69,64.96,48.5,11840331607.0,736798000.0,5.319881,3.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN,2.8794159208666983,11.490858536121392,19.46815286624204
IT,Gartner Inc,Information Technology,114.26,36.86,0.0,2.31,142.16,97.96,10828314389.0,234935000.0,4.894499,13.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT,3.0998372219207817,23.344575205756502,8.482553823311061
GD,General Dynamics,Industrials,206.05,20.71,1.5631542,9.55,229.54,181.94,64180390701.0,4618000000.0,2.0481362,5.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD,9.949299855142444,100.60366102605872,37.80733944954129
GE,General Electric,Industrials,14.45,13.76,3.147541,-0.72,30.59,14.71,132249296250.0,-206000000.0,1.0887611,1.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE,1.0501453488372092,13.271965723242683,8.5
GGP,General Growth Properties Inc.,Real Estate,21.62,13.86,4.005462,1.34,25.72,18.83,21018887283.0,1740540000.0,17.003777,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP,1.55988455988456,1.271482212451975,8.412451361867705
GIS,General Mills,Consumer Staples,53.99,17.53,3.5864594,2.77,63.73,49.65,31098243069.0,3107600000.0,2.0389178,7.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS,3.079863091842556,26.479733513533503,7.4366391184573
GM,General Motors,Consumer Discretionary,40.75,6.58,3.5857513,6.0,46.76,31.92,61536606173.0,23541000000.0,0.5633218,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM,6.193009118541033,72.33875912489096,30.6390977443609
GPC,Genuine Parts,Consumer Discretionary,96.31,21.17,2.7198548,4.6,107.75,79.86,14554321748.0,1201517000.0,1.212236,4.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC,4.549362305148796,79.44822625297384,22.242494226327945
GILD,Gilead Sciences,Health Care,78.22,8.16,2.754954,9.95,89.54,63.759,108106822109.0,17590000000.0,5.2087464,4.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD,9.58578431372549,15.01704901586301,18.98543689320388
GPN,Global Payments Inc.,Information Technology,100.59,27.86,0.037622273,1.58,113.26,76.47,16920023264.0,960345000.0,5.775833,4.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN,3.610552763819096,17.415669739758748,21.26638477801268
GS,Goldman Sachs Group,Financials,246.35,12.44,1.1668612,8.61,273.79,209.62,96978500251.0,8140082463.05875,2.309415,1.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS,19.80305466237942,106.6720359917988,197.08
GT,Goodyear Tire & Rubber,Consumer Discretionary,30.75,9.92,1.6731402,4.74,37.2,28.81,8244568238.0,2044000000.0,0.72725976,1.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT,3.099798387096774,42.28200388812933,18.63636363636364
GWW,Grainger (W.W.) Inc.,Industrials,258.6,22.57,1.9700643,10.02,298.145,155.0,14639308205.0,1279846000.0,1.3995146,8.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW,11.457687195392117,184.77835100827104,31.92592592592593
HAL,Halliburton Co.,Energy,47.41,38.86,1.4489837,-0.53,57.86,38.181,43356557470.0,2910000000.0,2.1424224,4.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL,1.2200205867215643,22.129156229882582,10.002109704641349
HBI,Hanesbrands Inc,Consumer Discretionary,19.57,10.04,2.7322404,1.41,25.73,18.9,8006268615.0,926153000.0,1.6339768,6.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI,1.9492031872509965,11.976914237705213,3.1717990275526744
HOG,Harley-Davidson,Consumer Discretionary,47.54,13.7,3.0218647,2.98,63.4,44.52,8158949890.0,1058817000.0,1.66195,4.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOG,3.47007299270073,28.604952014200187,11.03016241299304
HRS,Harris Corporation,Information Technology,149.84,26.38,1.4922442,4.43,160.67,104.16,18140726600.0,1368000000.0,2.9516637,5.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRS,5.680060652009098,50.76459083058818,25.482993197278912
HIG,Hartford Financial Svc.Gp.,Financials,53.34,14.34,1.7901897,2.27,59.2,46.35,19926305632.0,2920000000.0,1.3939538,1.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG,3.719665271966528,38.26525671080347,46.38260869565218
HAS,Hasbro Inc.,Consumer Discretionary,96.48,20.57,2.2304833,4.34,116.2,87.92,12732072001.0,1028425000.0,3.2375681,5.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS,4.690325717063685,29.800145362193312,16.577319587628867
HCA,HCA Holdings,Health Care,95.97,14.07,1.4227642,5.94,106.84,71.18,34449052800.0,8202000000.0,0.7251921,57.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA,6.820895522388059,132.33734895898618,1.663258232235702
HCP,HCP Inc.,Real Estate,22.64,10.99,6.330197,1.33,33.67,22.8,10967755538.0,1412684000.0,8.127109,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP,2.0600545950864424,2.7857384464758623,11.49238578680203
HP,Helmerich & Payne,Energy,64.87,-54.51,4.1499925,-1.2,75.02,42.16,7345243806.0,483673000.0,3.7385862,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HP,-1.1900568702990275,17.351479016319058,40.04320987654321
HSIC,Henry Schein,Health Care,70.85,19.85,0.0,3.1,93.495,65.28,11452961984.0,1033985000.0,1.262194,3.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC,3.569269521410579,56.13241704524027,18.94385026737968
HES,Hess Corporation,Energy,43.0,-9.33,2.2670596,-19.94,55.48,37.25,14016129999.0,-819000000.0,3.780475,1.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES,-4.608788853161843,11.374232074011864,39.81481481481481
HPE,Hewlett Packard Enterprise,Information Technology,15.04,11.57,1.9280206,0.21,24.88,12.815,24800859640.0,3683000000.0,1.4609766,1.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE,1.2999135695764907,10.294483840466713,14.188679245283016
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,78.66,36.42,0.7315289,1.05,88.11,55.79,26242415796.0,2815000000.0,3.7628453,17.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT,2.159802306425041,20.90439381071552,4.451612903225806
HOLX,Hologic,Health Care,38.8,19.21,0.0,2.64,46.8,35.76,11181493750.0,1561000000.0,4.80335,4.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX,2.0197813638729825,8.07769577482382,9.7
HD,Home Depot,Consumer Discretionary,181.22,28.1,1.8610487,6.46,207.605,136.82,223378633329.0,16513000000.0,2.8964398,84.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD,6.4491103202846976,62.56646521705716,2.1553282588011418
HON,Honeywell Int'l Inc.,Industrials,146.02,20.68,1.9710299,2.08,165.13,119.31,114422168609.0,8333000000.0,2.8267899,5.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON,7.06092843326886,51.655766847051495,25.572679509632227
HRL,Hormel Foods Corp.,Consumer Staples,32.21,20.39,2.2907758,1.57,38.0,29.75,17338613096.0,1422305000.0,2.5174792,3.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL,1.5796959293771458,12.79454463814438,9.229226361031518
HST,Host Hotels & Resorts,Real Estate,18.75,11.23,4.1131105,1.02,21.53,17.26,14394715334.0,1547000000.0,3.5549128,2.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST,1.6696349065004452,5.274390978029054,9.282178217821782
HPQ,HP Inc.,Information Technology,19.92,12.07,2.6270628,1.49,24.1,15.39,34895294088.0,3700000000.0,0.8954903,0.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ,1.6503728251864127,22.244797068153616,30.181818181818183
HUM,Humana Inc.,Health Care,262.37,22.39,0.6040015,4.06,293.35,189.01,36973617235.0,5251000000.0,0.9256895,3.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM,11.718177757927648,283.4319715196078,78.7897897897898
HBAN,Huntington Bancshares,Financials,15.1,15.41,2.8132992,1.0,16.53,12.14,16766497291.0,328169592.7097568,3.5112102,1.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN,0.9798831927319922,4.300511544424199,8.779069767441861
HII,Huntington Ingalls Industries,Industrials,225.37,18.75,1.2264713,12.15,253.44,183.42,10628247899.0,1107000000.0,1.8924941,6.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII,12.019733333333331,119.08623651719708,37.312913907284766
IDXX,IDEXX Laboratories,Health Care,169.28,53.57,0.0,2.94,198.73,140.63,15422885020.0,478307000.0,7.97525,196.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX,3.1599775994026507,21.22566690699351,0.8627490953570154
INFO,IHS Markit Ltd.,Industrials,43.73,26.19,0.0,1.0,49.19,37.82,17969275816.0,1018900000.0,5.0604,2.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INFO,1.6697212676594118,8.641609358943958,19.522321428571427
ITW,Illinois Tool Works,Industrials,156.15,23.62,1.9089574,4.86,179.07,126.52,55994378108.0,3924000000.0,3.9286149,10.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW,6.610922946655377,39.74683291049983,14.208371246587808
ILMN,Illumina Inc,Health Care,209.54,52.25,0.0,4.92,248.97,158.0203,32295200000.0,1192000000.0,11.713953,10.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN,4.010334928229665,17.88806904039994,19.241505968778693
INCY,Incyte,Health Care,83.92,-119.89,0.0,0.54,153.15,84.21,18220961259.0,-81686000.0,17.02699,10.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY,-0.6999749770623072,4.928645638483372,8.187317073170732
IR,Ingersoll-Rand PLC,Industrials,87.6,19.38,1.9739007,5.07,97.67,77.26,22785450609.0,1987100000.0,1.6147361,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR,4.520123839009288,54.25035087776882,26.22754491017964
INTC,Intel Corp.,Information Technology,42.75,12.32,2.6548672,1.98,50.85,33.23,211536000000.0,26247000000.0,3.348876,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC,3.4699675324675323,12.765477133223206,12.79940119760479
ICE,Intercontinental Exchange,Financials,67.0,22.95,5.4298644,2.37,76.1378,56.8,41373051167.0,3103000000.0,9.619987,2.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE,2.919389978213508,6.964666376368284,25.572519083969464
IBM,International Business Machines,Information Technology,147.59,10.67,3.8999026,6.11,182.79,139.13,142433003505.0,16557000000.0,1.817167,7.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM,13.83223992502343,81.21983284970507,19.167532467532467
IP,International Paper,Materials,56.05,15.57,3.206751,5.14,66.94,49.6,24465996443.0,3004000000.0,1.0738261,4.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP,3.599871547848426,52.19653349830107,11.232464929859718
IPG,Interpublic Group,Consumer Discretionary,21.34,15.46,3.3802817,1.49,25.71,18.3,8277363031.0,1074900000.0,1.4712903,4.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG,1.3803363518758085,14.50427560081107,5.321695760598504
IFF,Intl Flavors & Fragrances,Materials,138.0,24.17,1.9341276,5.05,157.4,116.3,11270040447.0,699963000.0,4.4208813,6.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF,5.709557302441042,31.215495426217394,21.766561514195583
INTU,Intuit Inc.,Information Technology,152.75,40.52,0.96720195,3.72,170.59,111.9,41233771565.0,1654000000.0,9.633731,33.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU,3.769743336623889,15.85574685446376,4.559701492537314
ISRG,Intuitive Surgical Inc.,Health Care,381.87,48.58,0.0,5.67,452.0,233.10643,44866621303.0,1153700000.0,14.655261,9.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG,7.860642239604776,26.05685425868567,40.28164556962025
IVZ,Invesco Ltd.,Financials,31.92,11.87,3.466826,2.74,38.43,29.36,13620847614.0,1606200000.0,2.6513786,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ,2.689132266217355,12.039020002650696,19.703703703703702
IQV,IQVIA Holdings Inc.,Health Care,95.23,21.74,0.0,0.76,110.67,75.94,20426488713.0,1542000000.0,2.8477087,2.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV,4.380404783808648,33.44092041436682,34.37906137184115
IRM,Iron Mountain Incorporated,Real Estate,32.07,15.42,7.08258,0.46,41.53,32.05,9410249279.0,1116140000.0,3.2898626,4.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM,2.0797665369649807,9.74812747498938,6.45271629778672
JBHT,J. B. Hunt Transport Services,Industrials,114.81,30.62,0.8139042,6.19,126.49,83.35,12945366350.0,1007309000.0,1.7697402,8.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT,3.749510124101894,64.87392895296158,13.428070175438595
JEC,Jacobs Engineering Group,Industrials,62.82,19.45,0.9089532,2.43,72.18,49.31,9326484316.0,409832000.0,1.2129636,2.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JEC,3.2298200514138817,51.7905071512451,31.253731343283587
